Sim_ID,W_Grid,W_Cap,W_Social,W_Env,GLOBAL_PERFORMANCE_INDEX,Total_Capex,Total_Revenue_Daily,ROI_10y_Pct,LCOE_USD_kWh,Windfall_Profit_Index,Revenue_Volatility,Self_Sufficiency_Pct,Peak_Coincidence_Pct,Voltage_Deviation_Avg,CO2_Avoided_Tons_Year,Social_Equity_Pct,Gini_Incentivo,Revenue_Disparity_Ratio,Subsidy_Intensity,Private_Investment_Leverage,Incentivized_Carbon_Cost,Grid_Congestion_Max_Pct,Tech_Losses_Total_kWh,Score_ROI_10y_Pct,Score_LCOE_USD_kWh,Score_Windfall_Profit_Index,Score_Revenue_Volatility,Score_Grid_Congestion_Max_Pct,Score_Tech_Losses_Total_kWh,Score_Voltage_Deviation_Avg,Score_Self_Sufficiency_Pct,Score_Peak_Coincidence_Pct,Score_Social_Equity_Pct,Score_CO2_Avoided_Tons_Year,Score_Subsidy_Intensity,Score_Incentivized_Carbon_Cost,Score_Private_Investment_Leverage,Score_Revenue_Disparity_Ratio,Score_Gini_Incentivo
20260129_144240,0.5000,0.5000,0.2500,0.7500,51.8828,1307252.3727,3030.7194,746.2120,0.0396,372.1060,66.6434,49.9631,31.8330,0.0169,568.1838,100.0000,0.1117,1.1257,480.3854,0.1373,628.4038,2.4850,0.4955,49.7782,50.0000,50.2218,38.2751,89.9076,95.9793,43.1078,50.0000,50.0000,100.0000,50.0000,50.2218,26.6473,10.0049,3.3122,72.6692
20260129_144426,0.5000,0.5000,0.2500,1.0000,46.2762,1307252.3727,3357.1402,837.3524,0.0396,417.6762,66.6434,49.9631,31.8330,0.0169,568.1838,100.0000,0.1868,1.1121,540.4978,0.1220,837.9713,3.9134,0.7056,55.8547,50.0000,44.1453,38.2751,57.5513,85.7607,52.2230,50.0000,50.0000,100.0000,50.0000,44.1453,2.1847,8.8922,2.9540,48.4334
20260129_144527,0.5000,0.5000,0.5000,0.0000,61.7237,1307252.3727,2389.7929,567.2579,0.0396,282.6289,66.3752,49.9631,31.8330,0.0169,568.1838,100.0000,0.1340,1.3950,362.3548,0.1820,0.0000,2.6484,0.5667,37.8470,50.0000,62.1530,58.7052,86.2069,92.5143,98.8327,50.0000,50.0000,100.0000,50.0000,62.1530,100.0000,13.2638,10.4110,65.4925
20260129_144755,0.5000,0.5000,0.5000,0.2500,53.2946,1307252.3727,2716.2137,658.3983,0.0396,328.1992,66.3752,49.9631,31.8330,0.0169,568.1838,100.0000,0.1682,1.3318,422.4672,0.1561,210.5294,3.5436,0.6372,43.9235,50.0000,56.0765,58.7052,65.9282,89.0862,32.9368,50.0000,50.0000,100.0000,50.0000,56.0765,75.4252,11.3765,8.7448,54.4344
20260129_144947,0.5000,0.5000,0.5000,0.5000,56.6867,1307252.3727,3042.6345,749.5388,0.0396,373.7694,66.3752,49.9631,31.8330,0.0169,568.1838,100.0000,0.1223,1.2860,482.5796,0.1367,420.8494,2.4718,0.4935,50.0000,50.0000,50.0000,58.7052,90.2066,96.0744,74.3643,50.0000,50.0000,100.0000,50.0000,50.0000,50.8748,9.9594,7.5383,69.2635
20260129_145114,0.5000,0.5000,0.5000,0.7500,54.3857,1307252.3727,3369.0553,840.6793,0.0396,419.3396,66.3752,49.9631,31.8330,0.0169,568.1838,100.0000,0.1337,1.2513,542.6920,0.1215,631.0299,2.2976,0.4827,56.0765,50.0000,43.9235,58.7052,94.1547,96.6008,69.3903,50.0000,50.0000,100.0000,50.0000,43.9235,26.3407,8.8562,6.6244,65.5756
20260129_145247,0.5000,0.5000,0.5000,1.0000,50.1792,1307252.3727,3695.4761,931.8197,0.0396,464.9099,66.3752,49.9631,31.8330,0.0169,568.1838,100.0000,0.1205,1.2242,602.8044,0.1094,841.1126,3.0868,0.5771,62.1530,50.0000,37.8470,58.7052,76.2768,92.0104,52.4833,50.0000,50.0000,100.0000,50.0000,37.8470,1.8181,7.9731,5.9081,69.8446
20260129_145358,0.5000,0.5000,0.7500,0.0000,59.6860,1307252.3727,2728.1287,661.7251,0.0396,329.8626,66.2123,49.9631,31.8330,0.0169,568.1838,100.0000,0.0922,1.5925,424.6614,0.1553,0.0000,3.0212,0.5880,44.1453,50.0000,55.8547,71.1151,77.7624,91.4804,52.8550,50.0000,50.0000,100.0000,50.0000,55.8547,100.0000,11.3177,15.6166,78.9741
20260129_145500,0.5000,0.5000,0.7500,0.2500,58.3836,1307252.3727,3054.5495,752.8656,0.0396,375.4328,66.2123,49.9631,31.8330,0.0169,568.1838,100.0000,0.1399,1.4977,484.7738,0.1361,211.3815,2.5826,0.4749,50.2218,50.0000,49.7782,71.1151,87.6982,96.9778,66.6394,50.0000,50.0000,100.0000,50.0000,49.7782,75.3257,9.9143,13.1172,63.5720
20260129_145605,0.5000,0.5000,0.7500,0.5000,55.5637,1307252.3727,3380.9703,844.0061,0.0396,421.0030,66.2123,49.9631,31.8330,0.0169,568.1838,100.0000,0.2455,1.4290,544.8862,0.1210,422.3875,2.1929,0.4251,56.2983,50.0000,43.7017,71.1151,96.5246,99.4014,77.9703,50.0000,50.0000,100.0000,50.0000,43.7017,50.6953,8.8206,11.3075,29.4828
20260129_145711,0.5000,0.5000,0.7500,0.7500,56.5043,1307252.3727,3707.3911,935.1465,0.0396,466.5733,66.2123,49.9631,31.8330,0.0169,568.1838,100.0000,0.0968,1.3770,604.9986,0.1090,633.1307,2.8513,0.5718,62.3748,50.0000,37.6252,71.1151,81.6109,92.2668,100.0000,50.0000,50.0000,100.0000,50.0000,37.6252,26.0955,7.9441,9.9366,77.4747
20260129_145817,0.5000,0.5000,0.7500,1.0000,50.4879,1307252.3727,4033.8119,1026.2870,0.0396,512.1435,66.2123,49.9631,31.8330,0.0169,568.1838,100.0000,0.1565,1.3362,665.1110,0.0992,843.6828,2.7944,0.7568,68.4513,50.0000,31.5487,71.1151,82.9001,83.2668,63.1450,50.0000,50.0000,100.0000,50.0000,31.5487,1.5180,7.2262,8.8621,58.2238
20260129_145924,0.5000,0.5000,1.0000,0.0000,56.5798,1307252.3727,3066.4645,756.1924,0.0396,377.0962,66.1043,49.9631,31.8330,0.0169,568.1838,100.0000,0.1217,1.7900,486.9680,0.1354,0.0000,3.6280,0.7947,50.4436,50.0000,49.5564,79.3370,64.0158,81.4249,30.8104,50.0000,50.0000,100.0000,50.0000,49.5564,100.0000,9.8696,20.8221,69.4400
20260129_150052,0.5000,0.5000,1.0000,0.2500,55.4947,1307252.3727,3392.8853,847.3329,0.0396,422.6664,66.1043,49.9631,31.8330,0.0169,568.1838,100.0000,0.1711,1.6636,547.0804,0.1206,212.0442,2.9122,0.5553,56.5201,50.0000,43.4799,79.3370,80.2308,93.0694,36.7658,50.0000,50.0000,100.0000,50.0000,43.4799,75.2484,8.7852,17.4896,53.5086
20260129_150222,0.5000,0.5000,1.0000,0.5000,53.6430,1307252.3727,3719.3061,938.4733,0.0396,468.2367,66.1043,49.9631,31.8330,0.0169,568.1838,100.0000,0.1903,1.5720,607.1928,0.1086,423.6180,3.2055,0.6669,62.5966,50.0000,37.4034,79.3370,73.5865,87.6409,59.4721,50.0000,50.0000,100.0000,50.0000,37.4034,50.5516,7.9154,15.0766,47.3045
20260129_150332,0.5000,0.5000,1.0000,0.7500,51.9501,1307252.3727,4045.7269,1029.6138,0.0396,513.8069,66.1043,49.9631,31.8330,0.0169,568.1838,100.0000,0.1702,1.5027,667.3052,0.0988,634.8496,2.6745,0.5961,68.6731,50.0000,31.3269,79.3370,85.6154,91.0846,43.7100,50.0000,50.0000,100.0000,50.0000,31.3269,25.8949,7.2024,13.2488,53.7821
20260129_150434,0.5000,0.5000,1.0000,1.0000,51.3578,1307252.3727,4372.1477,1120.7543,0.0396,559.3771,66.1043,49.9631,31.8330,0.0169,568.1838,100.0000,0.1211,1.4483,727.4176,0.0907,845.8246,3.1956,0.6568,74.7496,50.0000,25.2504,79.3370,73.8126,88.1297,65.8662,50.0000,50.0000,100.0000,50.0000,25.2504,1.2680,6.6072,11.8162,69.6375
20260129_150606,0.5000,0.7500,0.0000,0.0000,50.1651,1307252.3727,2039.5420,469.4637,0.0396,233.7319,67.1459,49.9631,31.8330,0.0169,568.1838,61.4600,0.1681,1.0000,297.8539,0.2214,0.0000,2.7431,0.5750,31.3269,50.0000,68.6731,0.0053,84.0611,92.1086,42.5576,50.0000,50.0000,44.6222,50.0000,68.6731,100.0000,16.1361,0.0000,54.4772
20260129_150825,0.5000,0.7500,0.0000,0.2500,50.4710,1307252.3727,2365.9628,560.6042,0.0396,279.3021,67.1459,49.9631,31.8330,0.0169,568.1838,73.6087,0.1710,1.0000,357.9663,0.1843,208.1175,2.7487,0.5534,37.4034,50.0000,62.5966,0.0053,83.9350,93.1632,63.0781,50.0000,50.0000,62.0786,50.0000,62.5966,75.7067,13.4264,0.0000,53.5467
20260129_151028,0.5000,0.7500,0.0000,0.5000,44.9442,1307252.3727,2692.3836,651.7447,0.0396,324.8723,67.1459,49.9631,31.8330,0.0170,568.1838,42.3351,0.1000,1.0000,418.0787,0.1578,416.6849,2.5342,0.5182,43.4799,50.0000,56.5201,0.0053,88.7938,94.8735,22.4684,50.0000,50.0000,17.1418,50.0000,56.5201,51.3609,11.4959,0.0000,76.4479
20260129_151139,0.5000,0.7500,0.0000,0.7500,47.0148,1307252.3727,3018.8044,742.8851,0.0396,370.4426,67.1459,49.9631,31.8330,0.0169,568.1838,73.7416,0.1287,1.0000,478.1911,0.1379,625.5335,2.6873,0.5627,49.5564,50.0000,50.4436,0.0053,85.3258,92.7100,57.2565,50.0000,50.0000,62.2696,50.0000,50.4436,26.9823,10.0508,0.0000,67.1922
20260129_151305,0.5000,0.7500,0.0000,1.0000,42.9686,1307252.3727,3345.2252,834.0256,0.0396,416.0128,67.1459,49.9631,31.8330,0.0169,568.1838,62.1285,0.1118,1.0000,538.3035,0.1225,834.5694,3.0858,0.5802,55.6329,50.0000,44.3671,0.0053,76.2987,91.8573,45.2268,50.0000,50.0000,45.5828,50.0000,44.3671,2.5818,8.9284,0.0000,72.6491
20260129_151445,0.5000,0.7500,0.2500,0.0000,53.7052,1307252.3727,2377.8778,563.9310,0.0396,280.9655,66.6434,49.9631,31.8330,0.0169,568.1838,100.0000,0.2799,1.1659,360.1606,0.1831,0.0000,3.1848,0.6418,37.6252,50.0000,62.3748,38.2751,74.0562,88.8621,59.6134,50.0000,50.0000,100.0000,50.0000,62.3748,100.0000,13.3446,4.3724,18.3848
20260129_151559,0.5000,0.7500,0.2500,0.2500,53.2418,1307252.3727,2704.2986,655.0715,0.0396,326.5357,66.6434,49.9631,31.8330,0.0169,568.1838,100.0000,0.1981,1.1430,420.2730,0.1569,209.4359,3.7444,0.7073,43.7017,50.0000,56.2983,38.2751,61.3797,85.6770,74.6766,50.0000,50.0000,100.0000,50.0000,56.2983,75.5528,11.4359,3.7692,44.8045
20260129_151824,0.5000,0.7500,0.2500,0.5000,52.2795,1307252.3727,3030.7194,746.2120,0.0396,372.1060,66.6434,49.9631,31.8330,0.0169,568.1838,100.0000,0.1608,1.1257,480.3854,0.1373,418.9358,2.8453,0.5807,49.7782,50.0000,50.2218,38.2751,81.7470,91.8338,53.1375,50.0000,50.0000,100.0000,50.0000,50.2218,51.0982,10.0049,3.3122,56.8406
20260129_152006,0.5000,0.7500,0.2500,0.7500,44.2850,1307252.3727,3357.1402,837.3524,0.0396,417.6762,66.6434,49.9631,31.8330,0.0170,568.1838,100.0000,0.2728,1.1121,540.4978,0.1220,628.4784,3.7721,0.7300,55.8547,50.0000,44.1453,38.2751,60.7528,84.5742,21.6357,50.0000,50.0000,100.0000,50.0000,44.1453,26.6386,8.8922,2.9540,20.6927
20260129_152122,0.5000,0.7500,0.2500,1.0000,46.9344,1307252.3727,3683.5610,928.4929,0.0396,463.2464,66.6434,49.9631,31.8330,0.0169,568.1838,100.0000,0.1898,1.1011,600.6101,0.1098,838.0509,3.3426,0.5854,61.9312,50.0000,38.0688,38.2751,70.4814,91.6033,52.2082,50.0000,50.0000,100.0000,50.0000,38.0688,2.1754,8.0022,2.6658,47.4703
20260129_152239,0.5000,0.7500,0.5000,0.0000,54.2276,1307252.3727,2716.2137,658.3983,0.0396,328.1992,66.3752,49.9631,31.8330,0.0169,568.1838,100.0000,0.3003,1.3318,422.4672,0.1561,0.0000,3.2669,0.6044,43.9235,50.0000,56.0765,58.7052,72.1964,90.6814,58.0446,50.0000,50.0000,100.0000,50.0000,56.0765,100.0000,11.3765,8.7448,11.8155
20260129_152427,0.5000,0.7500,0.5000,0.2500,54.0329,1307252.3727,3042.6345,749.5388,0.0396,373.7694,66.3752,49.9631,31.8330,0.0169,568.1838,100.0000,0.1848,1.2860,482.5796,0.1367,210.4247,2.4480,0.5029,50.0000,50.0000,50.0000,58.7052,90.7463,95.6186,27.4349,50.0000,50.0000,100.0000,50.0000,50.0000,75.4374,9.9594,7.5383,49.0854
20260129_152540,0.5000,0.7500,0.5000,0.5000,55.4908,1307252.3727,3369.0553,840.6793,0.0396,419.3396,66.3752,49.9631,31.8330,0.0169,568.1838,100.0000,0.1130,1.2513,542.6920,0.1215,420.6866,2.8374,0.6124,56.0765,50.0000,43.9235,58.7052,81.9257,90.2937,74.3866,50.0000,50.0000,100.0000,50.0000,43.9235,50.8938,8.8562,6.6244,72.2439
20260129_152750,0.5000,0.7500,0.5000,0.7500,49.5619,1307252.3727,3695.4761,931.8197,0.0396,464.9099,66.3752,49.9631,31.8330,0.0169,568.1838,100.0000,0.2566,1.2242,602.8044,0.1094,630.8345,2.9552,0.4960,62.1530,50.0000,37.8470,58.7052,79.2569,95.9548,55.0855,50.0000,50.0000,100.0000,50.0000,37.8470,26.3635,7.9731,5.9081,25.8959
20260129_152914,0.5000,0.7500,0.5000,1.0000,52.3670,1307252.3727,4021.8968,1022.9602,0.0396,510.4801,66.3752,49.9631,31.8330,0.0169,568.1838,100.0000,0.0482,1.2023,662.9168,0.0995,840.8994,3.3816,0.6116,68.2295,50.0000,31.7705,58.7052,69.5988,90.3318,79.8662,50.0000,50.0000,100.0000,50.0000,31.7705,1.8429,7.2501,5.3316,93.1757
20260129_153033,0.5000,0.7500,0.7500,0.0000,58.5813,1307252.3727,3054.5495,752.8656,0.0396,375.4328,66.2123,49.9631,31.8330,0.0169,568.1838,100.0000,0.1705,1.4977,484.7738,0.1361,0.0000,3.1950,0.5892,50.2218,50.0000,49.7782,71.1151,73.8241,91.4217,74.4387,50.0000,50.0000,100.0000,50.0000,49.7782,100.0000,9.9143,13.1172,53.6922
20260129_153142,0.5000,0.7500,0.7500,0.2500,59.4435,1307252.3727,3380.9703,844.0061,0.0396,421.0030,66.2123,49.9631,31.8330,0.0169,568.1838,100.0000,0.1227,1.4290,544.8862,0.1210,211.1938,2.1407,0.4468,56.2983,50.0000,43.7017,71.1151,97.7075,98.3449,75.6283,50.0000,50.0000,100.0000,50.0000,43.7017,75.3476,8.8206,11.3075,69.1229
20260129_153256,0.5000,0.7500,0.7500,0.5000,52.8565,1307252.3727,3707.3911,935.1465,0.0396,466.5733,66.2123,49.9631,31.8330,0.0169,568.1838,100.0000,0.1306,1.3770,604.9986,0.1090,422.0871,3.5785,0.6979,62.3748,50.0000,37.6252,71.1151,65.1383,86.1345,50.4907,50.0000,50.0000,100.0000,50.0000,37.6252,50.7303,7.9441,9.9366,66.5884
20260129_153417,0.5000,0.7500,0.7500,0.7500,50.6160,1307252.3727,4033.8119,1026.2870,0.0396,512.1435,66.2123,49.9631,31.8330,0.0169,568.1838,100.0000,0.1855,1.3362,665.1110,0.0992,632.7621,3.7604,0.8548,68.4513,50.0000,31.5487,71.1151,61.0172,78.5030,76.5874,50.0000,50.0000,100.0000,50.0000,31.5487,26.1385,7.2262,8.8621,48.8585
20260129_153554,0.5000,0.7500,0.7500,1.0000,49.1669,1307252.3727,4360.2327,1117.4275,0.0396,557.7137,66.2123,49.9631,31.8330,0.0169,568.1838,100.0000,0.1786,1.3034,725.2234,0.0909,843.2732,2.7046,0.6373,74.5278,50.0000,25.4722,71.1151,84.9348,89.0792,48.8030,50.0000,50.0000,100.0000,50.0000,25.4722,1.5659,6.6272,7.9974,51.0758
20260129_153720,0.5000,0.7500,1.0000,0.0000,62.4545,1307252.3727,3392.8853,847.3329,0.0396,422.6664,66.1043,49.9631,31.8330,0.0169,568.1838,100.0000,0.0531,1.6636,547.0804,0.1206,0.0000,2.5638,0.5436,56.5201,50.0000,43.4799,79.3370,88.1238,93.6399,76.8253,50.0000,50.0000,100.0000,50.0000,43.4799,100.0000,8.7852,17.4896,91.5921
20260129_153838,0.5000,0.7500,1.0000,0.2500,55.8050,1307252.3727,3719.3061,938.4733,0.0396,468.2367,66.1043,49.9631,31.8330,0.0169,568.1838,100.0000,0.1273,1.5720,607.1928,0.1086,211.8090,3.3816,0.7514,62.5966,50.0000,37.4034,79.3370,69.5988,83.5334,57.1078,50.0000,50.0000,100.0000,50.0000,37.4034,75.2758,7.9154,15.0766,67.6323
20260129_154003,0.5000,0.7500,1.0000,0.5000,52.4212,1307252.3727,4045.7269,1029.6138,0.0396,513.8069,66.1043,49.9631,31.8330,0.0169,568.1838,100.0000,0.2126,1.5027,667.3052,0.0988,423.2331,2.9354,0.6091,68.6731,50.0000,31.3269,79.3370,79.7057,90.4524,46.7732,50.0000,50.0000,100.0000,50.0000,31.3269,50.5966,7.2024,13.2488,40.0962
20260129_154116,0.5000,0.7500,1.0000,0.7500,49.8468,1307252.3727,4372.1477,1120.7543,0.0396,559.3771,66.1043,49.9631,31.8330,0.0169,568.1838,100.0000,0.1968,1.4483,727.4176,0.0907,634.3685,3.6219,0.7478,74.7496,50.0000,25.2504,79.3370,64.1547,83.7056,55.5019,50.0000,50.0000,100.0000,50.0000,25.2504,25.9510,6.6072,11.8162,45.2247
20260129_154222,0.5000,0.7500,1.0000,1.0000,51.6297,1307252.3727,4698.5685,1211.8947,0.0396,604.9474,66.1043,49.9631,31.8330,0.0169,568.1838,100.0000,0.0505,1.4046,787.5300,0.0838,845.2818,3.4024,0.7076,80.8261,50.0000,19.1739,79.3370,69.1279,85.6611,62.2305,50.0000,50.0000,100.0000,50.0000,19.1739,1.3314,6.1029,10.6632,92.4477
20260129_154334,0.5000,1.0000,0.0000,0.0000,54.0146,1307252.3727,2365.9628,560.6042,0.0396,279.3021,67.1459,49.9631,31.8330,0.0169,568.1838,73.6147,0.0531,1.0000,357.9663,0.1843,0.0000,2.6942,0.5631,37.4034,50.0000,62.5966,0.0053,85.1691,92.6890,56.6840,50.0000,50.0000,62.0871,50.0000,62.5966,100.0000,13.4264,0.0000,91.5766
20260129_154507,0.5000,1.0000,0.0000,0.2500,47.4635,1307252.3727,2692.3836,651.7447,0.0396,324.8723,67.1459,49.9631,31.8330,0.0169,568.1838,70.3841,0.1974,1.0000,418.0787,0.1578,208.3425,2.6205,0.5475,43.4799,50.0000,56.5201,0.0053,86.8402,93.4471,32.9740,50.0000,50.0000,57.4451,50.0000,56.5201,75.6805,11.4959,0.0000,45.0086
20260129_154616,0.5000,1.0000,0.0000,0.5000,48.5360,1307252.3727,3018.8044,742.8851,0.0396,370.4426,67.1459,49.9631,31.8330,0.0169,568.1838,73.7416,0.1287,1.0000,478.1911,0.1379,417.0223,2.6873,0.5627,49.5564,50.0000,50.4436,0.0053,85.3258,92.7100,57.2565,50.0000,50.0000,62.2696,50.0000,50.4436,51.3215,10.0508,0.0000,67.1922
20260129_154738,0.5000,1.0000,0.0000,0.7500,46.2159,1307252.3727,3345.2252,834.0256,0.0396,416.0128,67.1459,49.9631,31.8330,0.0169,568.1838,45.5212,0.0491,1.0000,538.3035,0.1225,625.9271,3.4316,0.6025,55.6329,50.0000,44.3671,0.0053,68.4649,90.7747,85.3606,50.0000,50.0000,21.7198,50.0000,44.3671,26.9364,8.9284,0.0000,92.8973
20260129_154857,0.5000,1.0000,0.0000,1.0000,44.6445,1307252.3727,3671.6460,925.1661,0.0396,461.5830,67.1459,49.9631,31.8330,0.0169,568.1838,68.7082,0.0516,1.0000,598.4159,0.1102,834.9893,2.5101,0.5731,61.7094,50.0000,38.2906,0.0053,89.3412,92.2029,36.7807,50.0000,50.0000,55.0371,50.0000,38.2906,2.5328,8.0315,0.0000,92.0901
20260129_155016,0.5000,1.0000,0.2500,0.0000,51.7263,1307252.3727,2704.2986,655.0715,0.0396,326.5357,66.6434,49.9631,31.8330,0.0169,568.1838,100.0000,0.2285,1.1430,420.2730,0.1569,0.0000,3.9241,0.7545,43.7017,50.0000,56.2983,38.2751,57.3097,83.3810,42.1784,50.0000,50.0000,100.0000,50.0000,56.2983,100.0000,11.4359,3.7692,34.9728
20260129_155213,0.5000,1.0000,0.2500,0.2500,54.9392,1307252.3727,3030.7194,746.2120,0.0396,372.1060,66.6434,49.9631,31.8330,0.0169,568.1838,100.0000,0.1117,1.1257,480.3854,0.1373,209.4679,2.4850,0.4955,49.7782,50.0000,50.2218,38.2751,89.9076,95.9793,43.1078,50.0000,50.0000,100.0000,50.0000,50.2218,75.5491,10.0049,3.3122,72.6692
20260129_155349,0.5000,1.0000,0.2500,0.5000,45.8134,1307252.3727,3357.1402,837.3524,0.0396,417.6762,66.6434,49.9631,31.8330,0.0170,568.1838,100.0000,0.2728,1.1121,540.4978,0.1220,418.9856,3.7721,0.7300,55.8547,50.0000,44.1453,38.2751,60.7528,84.5742,21.6357,50.0000,50.0000,100.0000,50.0000,44.1453,51.0924,8.8922,2.9540,20.6927
20260129_155527,0.5000,1.0000,0.2500,0.7500,44.9421,1307252.3727,3683.5610,928.4929,0.0396,463.2464,66.6434,49.9631,31.8330,0.0169,568.1838,100.0000,0.2643,1.1011,600.6101,0.1098,628.5382,3.5525,0.6928,61.9312,50.0000,38.0688,38.2751,65.7256,86.3824,29.8885,50.0000,50.0000,100.0000,50.0000,38.0688,26.6316,8.0022,2.6658,23.4336
20260129_155720,0.5000,1.0000,0.2500,1.0000,40.3328,1307252.3727,4009.9818,1019.6334,0.0396,508.8167,66.6434,49.9631,31.8330,0.0170,568.1838,100.0000,0.3064,1.0921,660.7225,0.0998,838.1161,3.9642,0.8576,68.0077,50.0000,31.9923,38.2751,56.3993,78.3676,18.6022,50.0000,50.0000,100.0000,50.0000,31.9923,2.1678,7.2742,2.4288,9.8173
20260129_155910,0.5000,1.0000,0.5000,0.0000,59.7570,1307252.3727,3042.6345,749.5388,0.0396,373.7694,66.3752,49.9631,31.8330,0.0169,568.1838,100.0000,0.1223,1.2860,482.5796,0.1367,0.0000,2.4718,0.4935,50.0000,50.0000,50.0000,58.7052,90.2066,96.0744,74.3643,50.0000,50.0000,100.0000,50.0000,50.0000,100.0000,9.9594,7.5383,69.2635
20260129_160017,0.5000,1.0000,0.5000,0.2500,59.2661,1307252.3727,3369.0553,840.6793,0.0396,419.3396,66.3752,49.9631,31.8330,0.0169,568.1838,100.0000,0.0718,1.2513,542.6920,0.1215,210.3433,2.2709,0.4985,56.0765,50.0000,43.9235,58.7052,94.7594,95.8323,78.5502,50.0000,50.0000,100.0000,50.0000,43.9235,75.4469,8.8562,6.6244,85.5589
20260129_160220,0.5000,1.0000,0.5000,0.5000,51.0960,1307252.3727,3695.4761,931.8197,0.0396,464.9099,66.3752,49.9631,31.8330,0.0169,568.1838,100.0000,0.2566,1.2242,602.8044,0.1094,420.5563,2.9552,0.4960,62.1530,50.0000,37.8470,58.7052,79.2569,95.9548,55.0855,50.0000,50.0000,100.0000,50.0000,37.8470,50.9090,7.9731,5.9081,25.8959
20260129_160354,0.5000,1.0000,0.5000,0.7500,51.0056,1307252.3727,4021.8968,1022.9602,0.0396,510.4801,66.3752,49.9631,31.8330,0.0169,568.1838,100.0000,0.2028,1.2023,662.9168,0.0995,630.6746,2.7346,0.5820,68.2295,50.0000,31.7705,58.7052,84.2549,91.7724,67.3383,50.0000,50.0000,100.0000,50.0000,31.7705,26.3822,7.2501,5.3316,43.2844
20260129_160525,0.5000,1.0000,0.5000,1.0000,52.3540,1307252.3727,4348.3176,1114.1006,0.0396,556.0503,66.3752,49.9631,31.8330,0.0169,568.1838,100.0000,0.0531,1.1843,723.0292,0.0912,840.7218,2.7607,0.5207,74.3060,50.0000,25.6940,58.7052,83.6633,94.7531,69.9033,50.0000,50.0000,100.0000,50.0000,25.6940,1.8637,6.6473,4.8576,91.5766
20260129_160653,0.5000,1.0000,0.7500,0.0000,58.6452,1307252.3727,3380.9703,844.0061,0.0396,421.0030,66.2123,49.9631,31.8330,0.0169,568.1838,100.0000,0.2455,1.4290,544.8862,0.1210,0.0000,2.1929,0.4251,56.2983,50.0000,43.7017,71.1151,96.5246,99.4014,77.9703,50.0000,50.0000,100.0000,50.0000,43.7017,100.0000,8.8206,11.3075,29.4828
20260129_160810,0.5000,1.0000,0.7500,0.2500,55.3915,1307252.3727,3707.3911,935.1465,0.0396,466.5733,66.2123,49.9631,31.8330,0.0169,568.1838,100.0000,0.1359,1.3770,604.9986,0.1090,211.0436,3.4462,0.6856,62.3748,50.0000,37.6252,71.1151,68.1353,86.7337,64.5502,50.0000,50.0000,100.0000,50.0000,37.6252,75.3652,7.9441,9.9366,64.8593
20260129_160936,0.5000,1.0000,0.7500,0.5000,52.1548,1307252.3727,4033.8119,1026.2870,0.0396,512.1435,66.2123,49.9631,31.8330,0.0169,568.1838,100.0000,0.1855,1.3362,665.1110,0.0992,421.8414,3.7604,0.8548,68.4513,50.0000,31.5487,71.1151,61.0172,78.5030,76.5874,50.0000,50.0000,100.0000,50.0000,31.5487,50.7590,7.2262,8.8621,48.8585
20260129_161049,0.5000,1.0000,0.7500,0.7500,55.5712,1307252.3727,4360.2327,1117.4275,0.0396,557.7137,66.2123,49.9631,31.8330,0.0169,568.1838,100.0000,0.0333,1.3034,725.2234,0.0909,632.4549,2.9364,0.7120,74.5278,50.0000,25.4722,71.1151,79.6831,85.4496,88.6320,50.0000,50.0000,100.0000,50.0000,25.4722,26.1744,6.6272,7.9974,97.9877
20260129_161254,0.5000,1.0000,0.7500,1.0000,49.0212,1307252.3727,4686.6535,1208.5679,0.0396,603.2840,66.2123,49.9631,31.8330,0.0169,568.1838,100.0000,0.1176,1.2764,785.3358,0.0840,842.9267,3.2055,0.6603,80.6043,50.0000,19.3957,71.1151,73.5874,87.9629,46.4833,50.0000,50.0000,100.0000,50.0000,19.3957,1.6063,6.1199,7.2864,70.7820
20260129_161409,0.5000,1.0000,1.0000,0.0000,55.3984,1307252.3727,3719.3061,938.4733,0.0396,468.2367,66.1043,49.9631,31.8330,0.0169,568.1838,100.0000,0.2542,1.5720,607.1928,0.1086,0.0000,3.4024,0.6140,62.5966,50.0000,37.4034,79.3370,69.1269,90.2124,60.6320,50.0000,50.0000,100.0000,50.0000,37.4034,100.0000,7.9154,15.0766,26.6699
20260129_161528,0.5000,1.0000,1.0000,0.2500,56.9176,1307252.3727,4045.7269,1029.6138,0.0396,513.8069,66.1043,49.9631,31.8330,0.0169,568.1838,100.0000,0.1254,1.5027,667.3052,0.0988,211.6165,2.5256,0.6017,68.6731,50.0000,31.3269,79.3370,88.9889,90.8097,56.2007,50.0000,50.0000,100.0000,50.0000,31.3269,75.2983,7.2024,13.2488,68.2691
20260129_161643,0.5000,1.0000,1.0000,0.5000,51.3895,1307252.3727,4372.1477,1120.7543,0.0396,559.3771,66.1043,49.9631,31.8330,0.0169,568.1838,100.0000,0.1968,1.4483,727.4176,0.0907,422.9123,3.6219,0.7478,74.7496,50.0000,25.2504,79.3370,64.1547,83.7056,55.5019,50.0000,50.0000,100.0000,50.0000,25.2504,50.6340,6.6072,11.8162,45.2247
